Region,Data_Date,Month_Day_MonthName,Month,Campaign,Clicks,Impr,Unique Impr,Current_Code,Cost,Click_Conversions,View_Conversion,CPC,CPA,Channel,Funnel_Stage
California,2025-04-23,23 - 23 - April,April 2025,[SG] DTP Focused | BOF | Web RT,0,361,72,USD,5.4,0,0,0,0,Slynd DTC Video StackAapt,BOF
Ohio,2025-04-23,23 - 23 - April,April 2025,[SG] Ohio | BOF | Web RT,0,4950,341,USD,32.66,0,0,0,0,Slynd DTC Display StackAapt,BOF
Kentucky,2025-04-23,23 - 23 - April,April 2025,[SG] Kentucky | TOF,1,2841,875,USD,41.81,0,0,41.81,0,Slynd DTC Video StackAapt,TOF
Iowa,2025-04-23,23 - 23 - April,April 2025,[SG] DTP Focused | BOF | Web RT,0,79,11,USD,1.17,0,0,0,0,Slynd DTC Video StackAapt,BOF
Tennessee,2025-04-23,23 - 23 - April,April 2025,[SG] Tennessee | TOF,0,1768,680,USD,26.31,0,0,0,0,Slynd DTC Video StackAapt,TOF
North Carolina,2025-04-23,23 - 23 - April,April 2025,[SG] DTP Skewed | BOF | Web RT,1,515,39,USD,7.58,0,0,7.58,0,Slynd DTC Video StackAapt,BOF
Tennessee,2025-04-23,23 - 23 - April,April 2025,[SG] Tennessee | TOF,8,7673,1853,USD,39.43,0,0,4.92875,0,Slynd DTC Display StackAapt,TOF
Tennessee,2025-04-23,23 - 23 - April,April 2025,[SG] Tennessee | BOF | Web RT,1,6581,460,USD,44.64,0,0,44.64,0,Slynd DTC Display StackAapt,BOF
Illinois,2025-04-23,23 - 23 - April,April 2025,[SG] Illinois | TOF,1,1427,297,USD,20.95,0,0,20.95,0,Slynd DTC Video StackAapt,TOF
Oklahoma,2025-04-23,23 - 23 - April,April 2025,[SG] DTC Skewed | TOF,0,457,109,USD,6.77,0,0,0,0,Slynd DTC Video StackAapt,TOF
Maryland,2025-04-23,23 - 23 - April,April 2025,[SG] DTP Skewed | BOF | Web RT,0,122,28,USD,1.79,0,0,0,0,Slynd DTC Video StackAapt,BOF
Maine,2025-04-23,23 - 23 - April,April 2025,[SG] DTP Focused | TOF,0,56,19,USD,0.83,0,0,0,0,Slynd DTC Video StackAapt,TOF
South Carolina,2025-04-23,23 - 23 - April,April 2025,[SG] DTP Skewed | BOF | Web RT,0,216,29,USD,3.2,0,0,0,0,Slynd DTC Video StackAapt,BOF
Kentucky,2025-04-23,23 - 23 - April,April 2025,[SG] Kentucky | TOF,15,9271,1814,USD,61.35,0,0,4.09,0,Slynd DTC Display StackAapt,TOF
Arkansas,2025-04-23,23 - 23 - April,April 2025,[SG] DTC Focused | BOF | Web RT,0,182,36,USD,2.71,0,0,0,0,Slynd DTC Video StackAapt,BOF
Texas,2025-04-23,23 - 23 - April,April 2025,[SG] DTP |  Texas | TOF,2,241,27,USD,9.36,0,0,4.68,0,Slynd DTP Display StackAapt,TOF
Louisiana,2025-04-23,23 - 23 - April,April 2025,[SG] DTC Skewed | TOF,0,395,82,USD,5.79,0,0,0,0,Slynd DTC Video StackAapt,TOF
Arkansas,2025-04-23,23 - 23 - April,April 2025,[SG] Arkansas | TOF,4,4763,1342,USD,28.59,0,0,7.1475,0,Slynd DTC Display StackAapt,TOF
Louisiana,2025-04-23,23 - 23 - April,April 2025,[SG] Louisiana | TOF,6,3469,903,USD,17.63,0,0,2.938333333,0,Slynd DTC Display StackAapt,TOF
Virginia,2025-04-23,23 - 23 - April,April 2025,[SG] DTC Skewed | BOF | Web RT,0,781,54,USD,11.47,0,0,0,0,Slynd DTC Video StackAapt,BOF
Oklahoma,2025-04-23,23 - 23 - April,April 2025,[SG] DTP | Oklahoma | TOF,0,183,20,USD,6.76,0,0,0,0,Slynd DTP Display StackAapt,TOF
Maine,2025-04-23,23 - 23 - April,April 2025,[SG] DTP | Maine | TOF,0,11,2,USD,0.41,0,0,0,0,Slynd DTP Display StackAapt,TOF
Ohio,2025-04-23,23 - 23 - April,April 2025,[SG] Ohio | TOF,0,1564,332,USD,23.06,0,0,0,0,Slynd DTC Video StackAapt,TOF
North Carolina,2025-04-23,23 - 23 - April,April 2025,[SG] DTP | North Carolina | TOF,0,252,25,USD,9.54,0,0,0,0,Slynd DTP Display StackAapt,TOF
Louisiana,2025-04-23,23 - 23 - April,April 2025,[SG] Louisiana | BOF | Web RT,0,2932,225,USD,19.49,0,0,0,0,Slynd DTC Display StackAapt,BOF
Colorado,2025-04-23,23 - 23 - April,April 2025,[SG] DTP Skewed | BOF | Web RT,0,165,24,USD,2.45,0,0,0,0,Slynd DTC Video StackAapt,BOF
Missouri,2025-04-23,23 - 23 - April,April 2025,[SG] Missouri | TOF,6,8669,2050,USD,50.22,0,0,8.37,0,Slynd DTC Display StackAapt,TOF
Massachusetts,2025-04-23,23 - 23 - April,April 2025,[SG] Massachusetts | TOF,0,2019,868,USD,10.26,0,0,0,0,Slynd DTC Display StackAapt,TOF
Virginia,2025-04-23,23 - 23 - April,April 2025,[SG] Virginia | TOF,1,2220,889,USD,11.55,0,0,11.55,0,Slynd DTC Display StackAapt,TOF
North Carolina,2025-04-23,23 - 23 - April,April 2025,[SG] North Carolina | BOF | Web RT,0,2940,268,USD,19.41,0,0,0,0,Slynd DTC Display StackAapt,BOF
Nebraska,2025-04-23,23 - 23 - April,April 2025,[SG] DTP | Nebraska | TOF,1,409,16,USD,15.54,0,0,15.54,0,Slynd DTP Display StackAapt,TOF
Colorado,2025-04-23,23 - 23 - April,April 2025,[SG] Colorado | BOF | Web RT,1,1740,99,USD,11.25,0,0,11.25,0,Slynd DTC Display StackAapt,BOF
Arizona,2025-04-23,23 - 23 - April,April 2025,[SG] Arizona | TOF,1,1778,625,USD,26.42,0,0,26.42,0,Slynd DTC Video StackAapt,TOF
Louisiana,2025-04-23,23 - 23 - April,April 2025,[SG] DTC Skewed | BOF | Web RT,0,159,24,USD,2.35,0,0,0,0,Slynd DTC Video StackAapt,BOF
New Jersey,2025-04-23,23 - 23 - April,April 2025,[SG] New Jersey | BOF | Web RT,2,1682,172,USD,25.04,0,0,12.52,0,Slynd DTC Video StackAapt,BOF
South Dakota,2025-04-23,23 - 23 - April,April 2025,[SG] DTP Focused | BOF | Web RT,0,36,4,USD,0.54,0,0,0,0,Slynd DTC Video StackAapt,BOF
Texas,2025-04-23,23 - 23 - April,April 2025,[SG] Texas | TOF,4,6700,2316,USD,34.97,0,0,8.7425,0,Slynd DTC Display StackAapt,TOF
Oklahoma,2025-04-23,23 - 23 - April,April 2025,[SG] Oklahoma | TOF,3,3459,808,USD,17.64,0,0,5.88,0,Slynd DTC Display StackAapt,TOF
Virginia,2025-04-23,23 - 23 - April,April 2025,[SG] DTC Skewed | TOF,1,1045,199,USD,15.43,0,0,15.43,0,Slynd DTC Video StackAapt,TOF
Arizona,2025-04-23,23 - 23 - April,April 2025,[SG] Arizona | BOF | Web RT,0,5167,437,USD,45.48,0,0,0,0,Slynd DTC Display StackAapt,BOF
Virginia,2025-04-23,23 - 23 - April,April 2025,[SG] Virginia | BOF | Web RT,3,1746,140,USD,11.57,0,0,3.856666667,0,Slynd DTC Display StackAapt,BOF
Oklahoma,2025-04-23,23 - 23 - April,April 2025,[SG] Oklahoma | BOF | Web RT,1,2580,124,USD,17.49,0,0,17.49,0,Slynd DTC Display StackAapt,BOF
Tennessee,2025-04-23,23 - 23 - April,April 2025,[SG] DTP |  Tennessee | TOF,0,352,27,USD,13.41,0,0,0,0,Slynd DTP Display StackAapt,TOF
South Carolina,2025-04-23,23 - 23 - April,April 2025,[SG] DTP |  South Carolina | TOF,1,634,23,USD,24.3,0,0,24.3,0,Slynd DTP Display StackAapt,TOF
Maine,2025-04-23,23 - 23 - April,April 2025,[SG] Maine | BOF | Web RT,0,680,39,USD,5.69,0,0,0,0,Slynd DTC Display StackAapt,BOF
Arizona,2025-04-23,23 - 23 - April,April 2025,[SG] Arizona | BOF | Web RT,1,1014,126,USD,15.06,0,0,15.06,0,Slynd DTC Video StackAapt,BOF
Indiana,2025-04-23,23 - 23 - April,April 2025,[SG] Indiana | TOF,10,6746,1756,USD,34.91,0,0,3.491,0,Slynd DTC Display StackAapt,TOF
North Carolina,2025-04-23,23 - 23 - April,April 2025,[SG] DTP Skewed | TOF,0,646,155,USD,9.53,0,0,0,0,Slynd DTC Video StackAapt,TOF
Pennsylvania,2025-04-23,23 - 23 - April,April 2025,[SG] DTP Focused | BOF | Web RT,0,210,44,USD,3.18,0,0,0,0,Slynd DTC Video StackAapt,BOF
Kansas,2025-04-23,23 - 23 - April,April 2025,[SG] Kansas | BOF | Web RT,1,1315,94,USD,8.55,0,0,8.55,0,Slynd DTC Display StackAapt,BOF
Ohio,2025-04-23,23 - 23 - April,April 2025,[SG] Ohio | TOF,3,6287,1920,USD,32.9,0,0,10.96666667,0,Slynd DTC Display StackAapt,TOF
Pennsylvania,2025-04-23,23 - 23 - April,April 2025,[SG] DTP |  Pennsylvania | TOF,2,1200,31,USD,45.09,0,0,22.545,0,Slynd DTP Display StackAapt,TOF
Nebraska,2025-04-23,23 - 23 - April,April 2025,[SG] Nebraska | TOF,3,3201,742,USD,15.88,0,0,5.293333333,0,Slynd DTC Display StackAapt,TOF
Massachusetts,2025-04-23,23 - 23 - April,April 2025,[SG] Massachusetts | BOF | Web RT,1,1372,85,USD,9.27,0,0,9.27,0,Slynd DTC Display StackAapt,BOF
Florida,2025-04-23,23 - 23 - April,April 2025,[SG] Florida | BOF | Web RT,8,11194,1250,USD,68.95,0,0,8.61875,0,Slynd DTC Display StackAapt,BOF
Maine,2025-04-23,23 - 23 - April,April 2025,[SG] DTP Focused | BOF | Web RT,0,78,5,USD,1.15,0,0,0,0,Slynd DTC Video StackAapt,BOF
Maryland,2025-04-23,23 - 23 - April,April 2025,[SG] Maryland | BOF | Web RT,1,2162,192,USD,14.3,0,0,14.3,0,Slynd DTC Display StackAapt,BOF
Georgia,2025-04-23,23 - 23 - April,April 2025,[SG] DTP Skewed | TOF,0,570,149,USD,8.4,0,0,0,0,Slynd DTC Video StackAapt,TOF
Nebraska,2025-04-23,23 - 23 - April,April 2025,[SG] DTP Skewed | BOF | Web RT,0,66,9,USD,0.98,0,0,0,0,Slynd DTC Video StackAapt,BOF
South Dakota,2025-04-23,23 - 23 - April,April 2025,[SG] DTP | South Dakota | TOF,0,10,0,USD,0.38,0,0,0,0,Slynd DTP Display StackAapt,TOF
Virginia,2025-04-23,23 - 23 - April,April 2025,[SG] DTP | Virginia | TOF,1,342,25,USD,13.05,0,0,13.05,0,Slynd DTP Display StackAapt,TOF
Washington,2025-04-23,23 - 23 - April,April 2025,[SG] Washington | BOF | Web RT,0,3277,155,USD,21.62,0,0,0,0,Slynd DTC Display StackAapt,BOF
Georgia,2025-04-23,23 - 23 - April,April 2025,[SG] Georgia | TOF,3,2234,1272,USD,11.85,0,0,3.95,0,Slynd DTC Display StackAapt,TOF
Indiana,2025-04-23,23 - 23 - April,April 2025,[SG] Indiana | BOF | Web RT,2,4997,331,USD,33.69,0,0,16.845,0,Slynd DTC Display StackAapt,BOF
Connecticut,2025-04-23,23 - 23 - April,April 2025,[SG] Connecticut | BOF | Web RT,4,2464,156,USD,16.4,0,0,4.1,0,Slynd DTC Display StackAapt,BOF
Kentucky,2025-04-23,23 - 23 - April,April 2025,[SG] Kentucky | BOF | Web RT,3,7599,571,USD,68.79,0,0,22.93,0,Slynd DTC Display StackAapt,BOF
California,2025-04-23,23 - 23 - April,April 2025,[SG] California | BOF | Web RT,0,3011,231,USD,19.99,0,0,0,0,Slynd DTC Display StackAapt,BOF
Delaware,2025-04-23,23 - 23 - April,April 2025,[SG] DTC Skewed | BOF | Web RT,0,31,10,USD,0.46,0,0,0,0,Slynd DTC Video StackAapt,BOF
South Carolina,2025-04-24,24 - 24 - April,April 2025,[SG] DTP Skewed | BOF | Web RT,0,299,29,USD,4.4,0,0,0,0,Slynd DTC Video StackAapt,BOF
North Carolina,2025-04-24,24 - 24 - April,April 2025,[SG] DTP Skewed | TOF,0,649,124,USD,9.53,0,0,0,0,Slynd DTC Video StackAapt,TOF
Maryland,2025-04-24,24 - 24 - April,April 2025,[SG] Maryland | TOF,0,2442,945,USD,12.12,0,0,0,0,Slynd DTC Display StackAapt,TOF
Washington,2025-04-24,24 - 24 - April,April 2025,[SG] DTP Skewed | TOF,0,642,115,USD,9.36,0,0,0,0,Slynd DTC Video StackAapt,TOF
Oklahoma,2025-04-24,24 - 24 - April,April 2025,[SG] DTC Skewed | BOF | Web RT,0,349,62,USD,5.16,0,0,0,0,Slynd DTC Video StackAapt,BOF
Texas,2025-04-24,24 - 24 - April,April 2025,[SG] DTC Focused | BOF | Web RT,1,571,107,USD,8.41,0,0,8.41,0,Slynd DTC Video StackAapt,BOF
South Dakota,2025-04-24,24 - 24 - April,April 2025,[SG] South Dakota | TOF,1,1321,503,USD,7.37,0,0,7.37,0,Slynd DTC Display StackAapt,TOF
Ohio,2025-04-24,24 - 24 - April,April 2025,[SG] Ohio | BOF | Web RT,0,863,153,USD,12.74,0,0,0,0,Slynd DTC Video StackAapt,BOF
Georgia,2025-04-24,24 - 24 - April,April 2025,[SG] Georgia | TOF,2,2341,1269,USD,11.94,0,0,5.97,0,Slynd DTC Display StackAapt,TOF
Texas,2025-04-24,24 - 24 - April,April 2025,[SG] Texas | TOF,8,7009,2213,USD,35.09,0,0,4.38625,0,Slynd DTC Display StackAapt,TOF
Connecticut,2025-04-24,24 - 24 - April,April 2025,[SG] Connecticut | TOF,3,3584,1429,USD,17.85,0,0,5.95,0,Slynd DTC Display StackAapt,TOF
Pennsylvania,2025-04-24,24 - 24 - April,April 2025,[SG] DTP Focused | BOF | Web RT,0,287,45,USD,4.23,0,0,0,0,Slynd DTC Video StackAapt,BOF
Indiana,2025-04-24,24 - 24 - April,April 2025,[SG] Indiana | TOF,5,7122,1743,USD,35.14,0,0,7.028,0,Slynd DTC Display StackAapt,TOF
Florida,2025-04-24,24 - 24 - April,April 2025,[SG] Florida | TOF,2,3624,1272,USD,53.29,0,0,26.645,0,Slynd DTC Video StackAapt,TOF
Tennessee,2025-04-24,24 - 24 - April,April 2025,[SG] Tennessee | TOF,4,1926,497,USD,28.35,0,0,7.0875,0,Slynd DTC Video StackAapt,TOF
Georgia,2025-04-24,24 - 24 - April,April 2025,[SG] DTP | Georgia | TOF,2,233,23,USD,8.85,0,0,4.425,0,Slynd DTP Display StackAapt,TOF
Massachusetts,2025-04-24,24 - 24 - April,April 2025,[SG] Massachusetts | BOF | Web RT,1,1468,109,USD,9.77,0,0,9.77,0,Slynd DTC Display StackAapt,BOF
Florida,2025-04-24,24 - 24 - April,April 2025,[SG] Florida | BOF | Web RT,2,2081,306,USD,30.81,0,0,15.405,0,Slynd DTC Video StackAapt,BOF
Maine,2025-04-24,24 - 24 - April,April 2025,[SG] DTP Focused | BOF | Web RT,0,69,3,USD,1.01,0,0,0,0,Slynd DTC Video StackAapt,BOF
Nebraska,2025-04-24,24 - 24 - April,April 2025,[SG] DTP | Nebraska | TOF,0,178,4,USD,6.5,0,0,0,0,Slynd DTP Display StackAapt,TOF
Iowa,2025-04-24,24 - 24 - April,April 2025,[SG] DTP Focused | BOF | Web RT,0,60,10,USD,0.88,0,0,0,0,Slynd DTC Video StackAapt,BOF
Nebraska,2025-04-24,24 - 24 - April,April 2025,[SG] Nebraska | TOF,2,3366,767,USD,15.87,0,0,7.935,0,Slynd DTC Display StackAapt,TOF
Colorado,2025-04-24,24 - 24 - April,April 2025,[SG] DTP | Colorado | TOF,0,344,18,USD,12.83,0,0,0,0,Slynd DTP Display StackAapt,TOF
California,2025-04-24,24 - 24 - April,April 2025,[SG] DTP Focused | BOF | Web RT,0,339,60,USD,4.99,0,0,0,0,Slynd DTC Video StackAapt,BOF
Colorado,2025-04-24,24 - 24 - April,April 2025,[SG] DTP Skewed | BOF | Web RT,0,155,22,USD,2.31,0,0,0,0,Slynd DTC Video StackAapt,BOF
Pennsylvania,2025-04-24,24 - 24 - April,April 2025,[SG] DTP Focused | TOF,0,405,95,USD,5.94,0,0,0,0,Slynd DTC Video StackAapt,TOF
Louisiana,2025-04-24,24 - 24 - April,April 2025,[SG] DTC Skewed | BOF | Web RT,0,184,26,USD,2.71,0,0,0,0,Slynd DTC Video StackAapt,BOF
Delaware,2025-04-24,24 - 24 - April,April 2025,[SG] DTP | Delaware | TOF,0,31,2,USD,1.19,0,0,0,0,Slynd DTP Display StackAapt,TOF
Indiana,2025-04-24,24 - 24 - April,April 2025,[SG] DTC Skewed | TOF,3,1216,285,USD,17.88,0,0,5.96,0,Slynd DTC Video StackAapt,TOF
Virginia,2025-04-24,24 - 24 - April,April 2025,[SG] DTP | Virginia | TOF,1,388,27,USD,14.87,0,0,14.87,0,Slynd DTP Display StackAapt,TOF
Virginia,2025-04-24,24 - 24 - April,April 2025,[SG] Virginia | TOF,3,2378,923,USD,11.62,0,0,3.873333333,0,Slynd DTC Display StackAapt,TOF
North Carolina,2025-04-24,24 - 24 - April,April 2025,[SG] North Carolina | TOF,0,3381,949,USD,15.76,0,0,0,0,Slynd DTC Display StackAapt,TOF
Texas,2025-04-24,24 - 24 - April,April 2025,[SG] DTP |  Texas | TOF,0,225,43,USD,8.76,0,0,0,0,Slynd DTP Display StackAapt,TOF
California,2025-04-24,24 - 24 - April,April 2025,[SG] DTP Focused | TOF,0,1017,252,USD,14.89,0,0,0,0,Slynd DTC Video StackAapt,TOF
Maine,2025-04-24,24 - 24 - April,April 2025,[SG] DTP Focused | TOF,0,43,14,USD,0.63,0,0,0,0,Slynd DTC Video StackAapt,TOF
New York,2025-04-24,24 - 24 - April,April 2025,[SG] New York | BOF | Web RT,9,16864,809,USD,47.28,0,0,5.253333333,0,Slynd DTC Display StackAapt,BOF
Florida,2025-04-24,24 - 24 - April,April 2025,[SG] Florida | TOF,15,15763,4413,USD,78.67,0,0,5.244666667,0,Slynd DTC Display StackAapt,TOF
Missouri,2025-04-24,24 - 24 - April,April 2025,[SG] Missouri | BOF | Web RT,1,440,83,USD,6.51,0,0,6.51,0,Slynd DTC Video StackAapt,BOF
Virginia,2025-04-24,24 - 24 - April,April 2025,[SG] DTC Skewed | TOF,0,1238,252,USD,18.16,0,0,0,0,Slynd DTC Video StackAapt,TOF
Illinois,2025-04-24,24 - 24 - April,April 2025,[SG] Illinois | TOF,1,1430,264,USD,20.98,0,0,20.98,0,Slynd DTC Video StackAapt,TOF
Virginia,2025-04-24,24 - 24 - April,April 2025,[SG] Virginia | BOF | Web RT,0,1670,131,USD,11.14,0,0,0,0,Slynd DTC Display StackAapt,BOF
North Carolina,2025-04-24,24 - 24 - April,April 2025,[SG] North Carolina | BOF | Web RT,0,2891,224,USD,19.25,0,0,0,0,Slynd DTC Display StackAapt,BOF
Arizona,2025-04-24,24 - 24 - April,April 2025,[SG] Arizona | BOF | Web RT,1,652,76,USD,9.63,0,0,9.63,0,Slynd DTC Video StackAapt,BOF
Washington,2025-04-24,24 - 24 - April,April 2025,[SG] DTP | Washington | TOF,0,673,19,USD,24.98,0,0,0,0,Slynd DTP Display StackAapt,TOF
New York,2025-04-24,24 - 24 - April,April 2025,[SG] New York | BOF | Web RT,0,581,92,USD,8.55,0,0,0,0,Slynd DTC Video StackAapt,BOF
Missouri,2025-04-24,24 - 24 - April,April 2025,[SG] Missouri | TOF,13,9137,1980,USD,51.14,0,0,3.933846154,0,Slynd DTC Display StackAapt,TOF
Oklahoma,2025-04-24,24 - 24 - April,April 2025,[SG] DTP | Oklahoma | TOF,0,130,6,USD,4.77,0,0,0,0,Slynd DTP Display StackAapt,TOF
New Jersey,2025-04-24,24 - 24 - April,April 2025,[SG] New Jersey | TOF,16,16710,5452,USD,81.99,0,0,5.124375,0,Slynd DTC Display StackAapt,TOF
Kansas,2025-04-24,24 - 24 - April,April 2025,[SG] Kansas | TOF,1,2218,566,USD,11.85,0,0,11.85,0,Slynd DTC Display StackAapt,TOF
New Jersey,2025-04-24,24 - 24 - April,April 2025,[SG] New Jersey | TOF,9,4192,1169,USD,61.59,0,0,6.843333333,0,Slynd DTC Video StackAapt,TOF
Arkansas,2025-04-24,24 - 24 - April,April 2025,[SG] DTP | Arkansas | TOF,0,24,1,USD,0.88,0,0,0,0,Slynd DTP Display StackAapt,TOF
Arizona,2025-04-24,24 - 24 - April,April 2025,[SG] DTP |  Arizona | TOF,0,271,6,USD,10.14,0,0,0,0,Slynd DTP Display StackAapt,TOF
Maine,2025-04-24,24 - 24 - April,April 2025,[SG] Maine | BOF | Web RT,0,425,26,USD,3.53,0,0,0,0,Slynd DTC Display StackAapt,BOF
New York,2025-04-24,24 - 24 - April,April 2025,[SG] New York | TOF,9,9116,4229,USD,45.42,0,0,5.046666667,0,Slynd DTC Display StackAapt,TOF
Washington,2025-04-24,24 - 24 - April,April 2025,[SG] Washington | TOF,0,4154,1077,USD,19.79,0,0,0,0,Slynd DTC Display StackAapt,TOF
Kentucky,2025-04-24,24 - 24 - April,April 2025,[SG] Kentucky | TOF,0,2868,694,USD,42.22,0,0,0,0,Slynd DTC Video StackAapt,TOF
Massachusetts,2025-04-24,24 - 24 - April,April 2025,[SG] DTP Focused | BOF | Web RT,0,88,15,USD,1.3,0,0,0,0,Slynd DTC Video StackAapt,BOF
Colorado,2025-04-24,24 - 24 - April,April 2025,[SG] DTP Skewed | TOF,0,310,83,USD,4.57,0,0,0,0,Slynd DTC Video StackAapt,TOF
Indiana,2025-04-24,24 - 24 - April,April 2025,[SG] DTP |  Indiana | TOF,0,193,17,USD,7.44,0,0,0,0,Slynd DTP Display StackAapt,TOF
Connecticut,2025-04-24,24 - 24 - April,April 2025,[SG] DTC Skewed | TOF,0,542,128,USD,7.96,0,0,0,0,Slynd DTC Video StackAapt,TOF
Maryland,2025-04-24,24 - 24 - April,April 2025,[SG] Maryland | BOF | Web RT,1,1066,73,USD,6.77,0,0,6.77,0,Slynd DTC Display StackAapt,BOF
Washington,2025-04-24,24 - 24 - April,April 2025,[SG] Washington | BOF | Web RT,1,3402,153,USD,22.53,0,0,22.53,0,Slynd DTC Display StackAapt,BOF
New Jersey,2025-04-24,24 - 24 - April,April 2025,[SG] New Jersey | BOF | Web RT,7,12197,684,USD,79.11,0,0,11.30142857,0,Slynd DTC Display StackAapt,BOF
Louisiana,2025-04-24,24 - 24 - April,April 2025,[SG] DTP | Louisiana | TOF,0,268,10,USD,10.5,0,0,0,0,Slynd DTP Display StackAapt,TOF
Delaware,2025-04-24,24 - 24 - April,April 2025,[SG] DTC Skewed | BOF | Web RT,0,35,12,USD,0.51,0,0,0,0,Slynd DTC Video StackAapt,BOF
Kentucky,2025-04-24,24 - 24 - April,April 2025,[SG] DTP |  Kentucky | TOF,1,663,24,USD,24.59,0,0,24.59,0,Slynd DTP Display StackAapt,TOF
Pennsylvania,2025-04-24,24 - 24 - April,April 2025,[SG] DTP |  Pennsylvania | TOF,1,1184,29,USD,44.28,0,0,44.28,0,Slynd DTP Display StackAapt,TOF
North Carolina,2025-04-24,24 - 24 - April,April 2025,[SG] DTP Skewed | BOF | Web RT,0,566,48,USD,8.34,0,0,0,0,Slynd DTC Video StackAapt,BOF
Massachusetts,2025-04-24,24 - 24 - April,April 2025,[SG] DTP Focused | TOF,0,275,67,USD,4,0,0,0,0,Slynd DTC Video StackAapt,TOF
Arizona,2025-04-24,24 - 24 - April,April 2025,[SG] Arizona | BOF | Web RT,2,5132,361,USD,45.13,0,0,22.565,0,Slynd DTC Display StackAapt,BOF
Arkansas,2025-04-24,24 - 24 - April,April 2025,[SG] DTC Focused | BOF | Web RT,0,147,23,USD,2.18,0,0,0,0,Slynd DTC Video StackAapt,BOF
South Carolina,2025-04-24,24 - 24 - April,April 2025,[SG] South Carolina | BOF | Web RT,2,3003,210,USD,19.93,0,0,9.965,0,Slynd DTC Display StackAapt,BOF
Kansas,2025-04-24,24 - 24 - April,April 2025,[SG] DTP Skewed | BOF | Web RT,0,137,11,USD,2.01,0,0,0,0,Slynd DTC Video StackAapt,BOF
California,2025-04-24,24 - 24 - April,April 2025,[SG] California | TOF,4,3840,2109,USD,20.23,0,0,5.0575,0,Slynd DTC Display StackAapt,TOF
Nebraska,2025-04-24,24 - 24 - April,April 2025,[SG] DTP Skewed | BOF | Web RT,0,118,20,USD,1.75,0,0,0,0,Slynd DTC Video StackAapt,BOF
South Dakota,2025-04-24,24 - 24 - April,April 2025,[SG] DTP Focused | TOF,0,23,12,USD,0.34,0,0,0,0,Slynd DTC Video StackAapt,TOF
Pennsylvania,2025-04-24,24 - 24 - April,April 2025,[SG] Pennsylvania | TOF,0,3045,1541,USD,15.35,0,0,0,0,Slynd DTC Display StackAapt,TOF
Indiana,2025-04-24,24 - 24 - April,April 2025,[SG] DTC Skewed | BOF | Web RT,1,608,93,USD,8.94,0,0,8.94,0,Slynd DTC Video StackAapt,BOF
Arizona,2025-04-24,24 - 24 - April,April 2025,[SG] Arizona | TOF,7,6523,2232,USD,38.21,0,0,5.458571429,0,Slynd DTC Display StackAapt,TOF
Tennessee,2025-04-24,24 - 24 - April,April 2025,[SG] Tennessee | BOF | Web RT,0,6387,366,USD,43.17,0,0,0,0,Slynd DTC Display StackAapt,BOF
Ohio,2025-04-24,24 - 24 - April,April 2025,[SG] Ohio | TOF,10,6676,1471,USD,32.92,0,0,3.292,0,Slynd DTC Display StackAapt,TOF
Virginia,2025-04-24,24 - 24 - April,April 2025,[SG] DTC Skewed | BOF | Web RT,0,472,58,USD,6.97,0,0,0,0,Slynd DTC Video StackAapt,BOF
Kansas,2025-04-24,24 - 24 - April,April 2025,[SG] DTP | Kansas | TOF,0,171,7,USD,6.29,0,0,0,0,Slynd DTP Display StackAapt,TOF
Delaware,2025-04-24,24 - 24 - April,April 2025,[SG] Delaware | TOF,4,2936,832,USD,16.52,0,0,4.13,0,Slynd DTC Display StackAapt,TOF
Illinois,2025-04-24,24 - 24 - April,April 2025,[SG] Illinois | BOF | Web RT,3,6321,386,USD,41.13,0,0,13.71,0,Slynd DTC Display StackAapt,BOF
Iowa,2025-04-24,24 - 24 - April,April 2025,[SG] Iowa | BOF | Web RT,0,389,33,USD,2.52,0,0,0,0,Slynd DTC Display StackAapt,BOF
Ohio,2025-04-24,24 - 24 - April,April 2025,[SG] Ohio | BOF | Web RT,2,5524,415,USD,37.2,0,0,18.6,0,Slynd DTC Display StackAapt,BOF
South Dakota,2025-04-24,24 - 24 - April,April 2025,[SG] DTP Focused | BOF | Web RT,0,57,7,USD,0.84,0,0,0,0,Slynd DTC Video StackAapt,BOF
Pennsylvania,2025-04-24,24 - 24 - April,April 2025,[SG] Pennsylvania | BOF | Web RT,0,2174,177,USD,14.5,0,0,0,0,Slynd DTC Display StackAapt,BOF
California,2025-04-24,24 - 24 - April,April 2025,[SG] DTP |  California | TOF,0,1111,36,USD,43.17,0,0,0,0,Slynd DTP Display StackAapt,TOF
Florida,2025-04-24,24 - 24 - April,April 2025,[SG] DTP |  Florida | TOF,0,424,40,USD,16.2,0,0,0,0,Slynd DTP Display StackAapt,TOF
Missouri,2025-04-24,24 - 24 - April,April 2025,[SG] Missouri | TOF,2,2361,744,USD,34.73,0,0,17.365,0,Slynd DTC Video StackAapt,TOF
Kansas,2025-04-24,24 - 24 - April,April 2025,[SG] DTP Skewed | TOF,0,172,37,USD,2.55,0,0,0,0,Slynd DTC Video StackAapt,TOF
Kentucky,2025-04-24,24 - 24 - April,April 2025,[SG] Kentucky | BOF | Web RT,0,1823,223,USD,26.97,0,0,0,0,Slynd DTC Video StackAapt,BOF
Illinois,2025-04-24,24 - 24 - April,April 2025,[SG] DTP | Illinois | TOF,1,1709,36,USD,65.2,0,0,65.2,0,Slynd DTP Display StackAapt,TOF
