Region,Data_Date,Month_Day_MonthName,Month,Campaign,Clicks,Impr,Unique Impr,Current_Code,Cost,Click_Conversions,View_Conversion,CPC,CPA,Channel,Funnel_Stage
Oklahoma,2025-05-28,28 - 28 - May,May 2025,[SG] DTP | Oklahoma | TOF,0,371,27,USD,13.96,0,0,0,0,Slynd DTP Display StackAapt,TOF
Maryland,2025-05-28,28 - 28 - May,May 2025,[SG] Maryland | BOF | Web RT,0,3362,303,USD,21.18,0,0,0,0,Slynd DTC Display StackAapt,BOF
Pennsylvania,2025-05-28,28 - 28 - May,May 2025,[SG] DTP Focused | BOF | Web RT,0,363,41,USD,5.37,0,0,0,0,Slynd DTC Video StackAapt,BOF
New Jersey,2025-05-28,28 - 28 - May,May 2025,[SG] New Jersey | BOF | Web RT,3,2748,196,USD,40.58,0,0,13.52666667,0,Slynd DTC Video StackAapt,BOF
Nebraska,2025-05-28,28 - 28 - May,May 2025,[SG] Nebraska | TOF,2,4264,1545,USD,23.95,0,0,11.975,0,Slynd DTC Display StackAapt,TOF
Maryland,2025-05-28,28 - 28 - May,May 2025,[SG] DTP | Maryland | TOF,0,1059,45,USD,40.01,0,0,0,0,Slynd DTP Display StackAapt,TOF
Arizona,2025-05-28,28 - 28 - May,May 2025,[SG] Arizona | TOF,3,4153,949,USD,37.08,0,0,12.36,0,Slynd DTC Video StackAapt,TOF
Illinois,2025-05-28,28 - 28 - May,May 2025,[SG] Illinois | BOF | Web RT,5,9981,702,USD,63.79,2,2,12.758,31.895,Slynd DTC Display StackAapt,BOF
Massachusetts,2025-05-28,28 - 28 - May,May 2025,[SG] Massachusetts | BOF | Web RT,0,2619,218,USD,17.1,0,0,0,0,Slynd DTC Display StackAapt,BOF
Maryland,2025-05-28,28 - 28 - May,May 2025,[SG] Maryland | TOF,0,3066,1600,USD,17.22,0,0,0,0,Slynd DTC Display StackAapt,TOF
Maine,2025-05-28,28 - 28 - May,May 2025,[SG] DTP Focused | TOF,1,107,66,USD,1.58,0,0,1.58,0,Slynd DTC Video StackAapt,TOF
Delaware,2025-05-28,28 - 28 - May,May 2025,[SG] DTC Skewed | TOF,0,378,105,USD,3.76,0,0,0,0,Slynd DTC Video StackAapt,TOF
Indiana,2025-05-28,28 - 28 - May,May 2025,[SG] DTC Skewed | TOF,0,2306,584,USD,22.85,0,0,0,0,Slynd DTC Video StackAapt,TOF
Kentucky,2025-05-28,28 - 28 - May,May 2025,[SG] Kentucky | BOF | Web RT,1,1823,155,USD,26.94,0,0,26.94,0,Slynd DTC Video StackAapt,BOF
Indiana,2025-05-28,28 - 28 - May,May 2025,[SG] DTC Skewed | BOF | Web RT,1,1488,103,USD,14.62,1,1,14.62,14.62,Slynd DTC Video StackAapt,BOF
Georgia,2025-05-28,28 - 28 - May,May 2025,[SG] Georgia | BOF | Web RT,1,3374,370,USD,22.04,1,1,22.04,22.04,Slynd DTC Display StackAapt,BOF
California,2025-05-28,28 - 28 - May,May 2025,[SG] DTP Focused | BOF | Web RT,2,441,62,USD,6.49,0,0,3.245,0,Slynd DTC Video StackAapt,BOF
Delaware,2025-05-28,28 - 28 - May,May 2025,[SG] Delaware | TOF,5,4486,1711,USD,27,0,0,5.4,0,Slynd DTC Display StackAapt,TOF
Florida,2025-05-28,28 - 28 - May,May 2025,[SG] Florida | BOF | Web RT,1,2359,238,USD,34.81,2,2,34.81,17.405,Slynd DTC Video StackAapt,BOF
Tennessee,2025-05-28,28 - 28 - May,May 2025,[SG] Tennessee | BOF | Web RT,3,10420,718,USD,67.08,0,0,22.36,0,Slynd DTC Display StackAapt,BOF
North Carolina,2025-05-28,28 - 28 - May,May 2025,[SG] DTP Skewed | TOF,1,937,395,USD,9.53,0,0,9.53,0,Slynd DTC Video StackAapt,TOF
South Carolina,2025-05-28,28 - 28 - May,May 2025,[SG] DTP Skewed | TOF,1,551,247,USD,5.55,0,0,5.55,0,Slynd DTC Video StackAapt,TOF
Virginia,2025-05-28,28 - 28 - May,May 2025,[SG] Virginia | BOF | Web RT,2,3391,257,USD,21.69,0,0,10.845,0,Slynd DTC Display StackAapt,BOF
Virginia,2025-05-28,28 - 28 - May,May 2025,[SG] DTP | Virginia | TOF,0,507,54,USD,19.74,0,0,0,0,Slynd DTP Display StackAapt,TOF
Connecticut,2025-05-28,28 - 28 - May,May 2025,[SG] Connecticut | BOF | Web RT,1,3881,280,USD,23.46,1,1,23.46,23.46,Slynd DTC Display StackAapt,BOF
Louisiana,2025-05-28,28 - 28 - May,May 2025,[SG] DTC Skewed | BOF | Web RT,0,415,48,USD,4,1,1,0,4,Slynd DTC Video StackAapt,BOF
Connecticut,2025-05-28,28 - 28 - May,May 2025,[SG] Connecticut | TOF,4,4761,2083,USD,24.87,0,0,6.2175,0,Slynd DTC Display StackAapt,TOF
Arkansas,2025-05-28,28 - 28 - May,May 2025,[SG] Arkansas | BOF | Web RT,6,5570,450,USD,47.69,1,1,7.948333333,47.69,Slynd DTC Display StackAapt,BOF
Massachusetts,2025-05-28,28 - 28 - May,May 2025,[SG] DTP Focused | TOF,0,423,232,USD,6.25,0,0,0,0,Slynd DTC Video StackAapt,TOF
Tennessee,2025-05-28,28 - 28 - May,May 2025,[SG] DTP |  Tennessee | TOF,0,545,57,USD,20.09,0,0,0,0,Slynd DTP Display StackAapt,TOF
Virginia,2025-05-28,28 - 28 - May,May 2025,[SG] Virginia | TOF,3,2997,1661,USD,17.34,0,0,5.78,0,Slynd DTC Display StackAapt,TOF
California,2025-05-28,28 - 28 - May,May 2025,[SG] DTP |  California | TOF,0,1670,161,USD,65.34,0,0,0,0,Slynd DTP Display StackAapt,TOF
Iowa,2025-05-28,28 - 28 - May,May 2025,[SG] DTP | Iowa | TOF,0,779,64,USD,29.16,0,0,0,0,Slynd DTP Display StackAapt,TOF
Massachusetts,2025-05-28,28 - 28 - May,May 2025,[SG] DTP Focused | BOF | Web RT,0,191,19,USD,2.8,0,0,0,0,Slynd DTC Video StackAapt,BOF
Washington,2025-05-28,28 - 28 - May,May 2025,[SG] DTP | Washington | TOF,1,1488,55,USD,57.06,0,0,57.06,0,Slynd DTP Display StackAapt,TOF
South Dakota,2025-05-28,28 - 28 - May,May 2025,[SG] DTP Focused | BOF | Web RT,0,39,7,USD,0.58,0,0,0,0,Slynd DTC Video StackAapt,BOF
Kentucky,2025-05-28,28 - 28 - May,May 2025,[SG] Kentucky | TOF,12,11760,4171,USD,85.48,0,0,7.123333333,0,Slynd DTC Display StackAapt,TOF
Iowa,2025-05-28,28 - 28 - May,May 2025,[SG] Iowa | BOF | Web RT,4,2031,175,USD,12.65,1,1,3.1625,12.65,Slynd DTC Display StackAapt,BOF
Massachusetts,2025-05-28,28 - 28 - May,May 2025,[SG] Massachusetts | TOF,1,2767,1561,USD,15.27,0,0,15.27,0,Slynd DTC Display StackAapt,TOF
Arizona,2025-05-28,28 - 28 - May,May 2025,[SG] Arizona | BOF | Web RT,2,1231,80,USD,18.17,0,0,9.085,0,Slynd DTC Video StackAapt,BOF
Georgia,2025-05-28,28 - 28 - May,May 2025,[SG] DTP Skewed | BOF | Web RT,1,687,38,USD,5.66,1,1,5.66,5.66,Slynd DTC Video StackAapt,BOF
New Jersey,2025-05-28,28 - 28 - May,May 2025,[SG] New Jersey | TOF,2,5770,1449,USD,85.07,1,1,42.535,85.07,Slynd DTC Video StackAapt,TOF
Louisiana,2025-05-28,28 - 28 - May,May 2025,[SG] Louisiana | TOF,5,4469,2249,USD,25.84,1,1,5.168,25.84,Slynd DTC Display StackAapt,TOF
Arizona,2025-05-28,28 - 28 - May,May 2025,[SG] Arizona | TOF,8,9200,4918,USD,55.41,0,0,6.92625,0,Slynd DTC Display StackAapt,TOF
Texas,2025-05-28,28 - 28 - May,May 2025,[SG] Texas | TOF,13,8736,5403,USD,52.74,1,1,4.056923077,52.74,Slynd DTC Display StackAapt,TOF
Maryland,2025-05-28,28 - 28 - May,May 2025,[SG] DTP Skewed | BOF | Web RT,0,176,19,USD,1.32,0,0,0,0,Slynd DTC Video StackAapt,BOF
Pennsylvania,2025-05-28,28 - 28 - May,May 2025,[SG] DTP Focused | TOF,0,592,338,USD,8.74,0,0,0,0,Slynd DTC Video StackAapt,TOF
Tennessee,2025-05-28,28 - 28 - May,May 2025,[SG] Tennessee | TOF,10,11058,5082,USD,59.75,0,0,5.975,0,Slynd DTC Display StackAapt,TOF
Arizona,2025-05-28,28 - 28 - May,May 2025,[SG] DTP |  Arizona | TOF,0,509,21,USD,19.67,1,1,0,19.67,Slynd DTP Display StackAapt,TOF
South Carolina,2025-05-28,28 - 28 - May,May 2025,[SG] DTP |  South Carolina | TOF,2,1623,69,USD,62.7,0,0,31.35,0,Slynd DTP Display StackAapt,TOF
Ohio,2025-05-28,28 - 28 - May,May 2025,[SG] Ohio | BOF | Web RT,7,8538,689,USD,55.03,1,1,7.861428571,55.03,Slynd DTC Display StackAapt,BOF
South Carolina,2025-05-28,28 - 28 - May,May 2025,[SG] DTP Skewed | BOF | Web RT,0,968,64,USD,7.44,0,0,0,0,Slynd DTC Video StackAapt,BOF
Oklahoma,2025-05-28,28 - 28 - May,May 2025,[SG] DTC Skewed | TOF,1,1103,287,USD,10.85,0,0,10.85,0,Slynd DTC Video StackAapt,TOF
South Dakota,2025-05-28,28 - 28 - May,May 2025,[SG] DTP Focused | TOF,0,37,22,USD,0.54,0,0,0,0,Slynd DTC Video StackAapt,TOF
Florida,2025-05-28,28 - 28 - May,May 2025,[SG] Florida | BOF | Web RT,8,19015,1655,USD,124.1,2,2,15.5125,62.05,Slynd DTC Display StackAapt,BOF
Virginia,2025-05-28,28 - 28 - May,May 2025,[SG] DTC Skewed | TOF,2,1635,473,USD,15.71,0,0,7.855,0,Slynd DTC Video StackAapt,TOF
Connecticut,2025-05-28,28 - 28 - May,May 2025,[SG] DTC Skewed | TOF,0,881,241,USD,8.77,0,0,0,0,Slynd DTC Video StackAapt,TOF
New York,2025-05-28,28 - 28 - May,May 2025,[SG] New York | TOF,9,10545,6003,USD,62.41,0,0,6.934444444,0,Slynd DTC Display StackAapt,TOF
North Carolina,2025-05-28,28 - 28 - May,May 2025,[SG] North Carolina | BOF | Web RT,1,4039,361,USD,26.44,0,0,26.44,0,Slynd DTC Display StackAapt,BOF
Florida,2025-05-28,28 - 28 - May,May 2025,[SG] DTP |  Florida | TOF,0,670,89,USD,25.73,0,0,0,0,Slynd DTP Display StackAapt,TOF
Maine,2025-05-28,28 - 28 - May,May 2025,[SG] Maine | TOF,1,2149,892,USD,12.17,0,0,12.17,0,Slynd DTC Display StackAapt,TOF
South Dakota,2025-05-28,28 - 28 - May,May 2025,[SG] DTP | South Dakota | TOF,0,150,15,USD,5.74,0,0,0,0,Slynd DTP Display StackAapt,TOF
Arizona,2025-05-28,28 - 28 - May,May 2025,[SG] Arizona | BOF | Web RT,4,8900,733,USD,75.14,0,0,18.785,0,Slynd DTC Display StackAapt,BOF
Oklahoma,2025-05-28,28 - 28 - May,May 2025,[SG] DTC Skewed | BOF | Web RT,0,365,44,USD,2.95,1,1,0,2.95,Slynd DTC Video StackAapt,BOF
Illinois,2025-05-28,28 - 28 - May,May 2025,[SG] Illinois | TOF,1,1920,784,USD,28.32,0,0,28.32,0,Slynd DTC Video StackAapt,TOF
Georgia,2025-05-28,28 - 28 - May,May 2025,[SG] DTP Skewed | TOF,2,846,384,USD,8.49,0,0,4.245,0,Slynd DTC Video StackAapt,TOF
New Jersey,2025-05-28,28 - 28 - May,May 2025,[SG] DTP |  New Jersey | TOF,1,1714,82,USD,66.88,0,0,66.88,0,Slynd DTP Display StackAapt,TOF
Maine,2025-05-28,28 - 28 - May,May 2025,[SG] Maine | BOF | Web RT,2,1455,65,USD,11.84,0,0,5.92,0,Slynd DTC Display StackAapt,BOF
California,2025-05-28,28 - 28 - May,May 2025,[SG] California | BOF | Web RT,2,5092,531,USD,33.85,0,0,16.925,0,Slynd DTC Display StackAapt,BOF
South Carolina,2025-05-28,28 - 28 - May,May 2025,[SG] South Carolina | TOF,6,6135,2968,USD,34.85,0,0,5.808333333,0,Slynd DTC Display StackAapt,TOF
Nebraska,2025-05-28,28 - 28 - May,May 2025,[SG] DTP | Nebraska | TOF,1,1005,51,USD,38.15,0,0,38.15,0,Slynd DTP Display StackAapt,TOF
Maryland,2025-05-28,28 - 28 - May,May 2025,[SG] DTP Skewed | TOF,0,987,354,USD,9.96,0,0,0,0,Slynd DTC Video StackAapt,TOF
Florida,2025-05-29,29 - 29 - May,May 2025,[SG] DTP |  Florida | TOF,0,836,85,USD,32.92,0,0,0,0,Slynd DTP Display StackAapt,TOF
Pennsylvania,2025-05-29,29 - 29 - May,May 2025,[SG] Pennsylvania | TOF,3,3724,2351,USD,21.57,0,0,7.19,0,Slynd DTC Display StackAapt,TOF
Maine,2025-05-29,29 - 29 - May,May 2025,[SG] Maine | TOF,2,2106,949,USD,12.42,0,0,6.21,0,Slynd DTC Display StackAapt,TOF
Arkansas,2025-05-29,29 - 29 - May,May 2025,[SG] DTP | Arkansas | TOF,0,460,22,USD,17.77,0,0,0,0,Slynd DTP Display StackAapt,TOF
North Carolina,2025-05-29,29 - 29 - May,May 2025,[SG] North Carolina | TOF,4,3752,2097,USD,22.34,2,2,5.585,11.17,Slynd DTC Display StackAapt,TOF
Washington,2025-05-29,29 - 29 - May,May 2025,[SG] DTP | Washington | TOF,0,1390,56,USD,52.22,0,0,0,0,Slynd DTP Display StackAapt,TOF
New Jersey,2025-05-29,29 - 29 - May,May 2025,[SG] New Jersey | TOF,17,23508,8789,USD,133.9,0,0,7.876470588,0,Slynd DTC Display StackAapt,TOF
Tennessee,2025-05-29,29 - 29 - May,May 2025,[SG] Tennessee | TOF,9,11908,4707,USD,62.84,2,2,6.982222222,31.42,Slynd DTC Display StackAapt,TOF
South Carolina,2025-05-29,29 - 29 - May,May 2025,[SG] South Carolina | BOF | Web RT,4,6775,333,USD,43.42,2,2,10.855,21.71,Slynd DTC Display StackAapt,BOF
Iowa,2025-05-29,29 - 29 - May,May 2025,[SG] Iowa | BOF | Web RT,0,1292,107,USD,8.15,0,0,0,0,Slynd DTC Display StackAapt,BOF
Illinois,2025-05-29,29 - 29 - May,May 2025,[SG] DTP | Illinois | TOF,1,3822,122,USD,148.09,0,0,148.09,0,Slynd DTP Display StackAapt,TOF
Indiana,2025-05-29,29 - 29 - May,May 2025,[SG] DTC Skewed | BOF | Web RT,1,1726,67,USD,16.05,0,0,16.05,0,Slynd DTC Video StackAapt,BOF
New Jersey,2025-05-29,29 - 29 - May,May 2025,[SG] New Jersey | TOF,5,5786,1266,USD,85.34,2,2,17.068,42.67,Slynd DTC Video StackAapt,TOF
New York,2025-05-29,29 - 29 - May,May 2025,[SG] New York | BOF | Web RT,3,11888,1139,USD,76.92,3,3,25.64,25.64,Slynd DTC Display StackAapt,BOF
Oklahoma,2025-05-29,29 - 29 - May,May 2025,[SG] Oklahoma | TOF,4,4421,2001,USD,25.17,0,0,6.2925,0,Slynd DTC Display StackAapt,TOF
Arizona,2025-05-29,29 - 29 - May,May 2025,[SG] Arizona | TOF,11,9832,4137,USD,62.66,0,0,5.696363636,0,Slynd DTC Display StackAapt,TOF
Indiana,2025-05-29,29 - 29 - May,May 2025,[SG] DTP |  Indiana | TOF,0,293,33,USD,10.98,0,0,0,0,Slynd DTP Display StackAapt,TOF
Florida,2025-05-29,29 - 29 - May,May 2025,[SG] Florida | TOF,16,18070,9568,USD,111.38,1,1,6.96125,111.38,Slynd DTC Display StackAapt,TOF
Kansas,2025-05-29,29 - 29 - May,May 2025,[SG] DTP | Kansas | TOF,0,617,30,USD,23.34,0,0,0,0,Slynd DTP Display StackAapt,TOF
Massachusetts,2025-05-29,29 - 29 - May,May 2025,[SG] Massachusetts | TOF,2,2778,1689,USD,14.84,0,0,7.42,0,Slynd DTC Display StackAapt,TOF
South Carolina,2025-05-29,29 - 29 - May,May 2025,[SG] DTP |  South Carolina | TOF,0,1523,43,USD,58.01,0,0,0,0,Slynd DTP Display StackAapt,TOF
Colorado,2025-05-29,29 - 29 - May,May 2025,[SG] Colorado | BOF | Web RT,3,4219,282,USD,27.18,0,0,9.06,0,Slynd DTC Display StackAapt,BOF
Georgia,2025-05-29,29 - 29 - May,May 2025,[SG] Georgia | BOF | Web RT,0,3286,332,USD,21.36,0,0,0,0,Slynd DTC Display StackAapt,BOF
South Dakota,2025-05-29,29 - 29 - May,May 2025,[SG] South Dakota | TOF,1,2196,755,USD,12.5,0,0,12.5,0,Slynd DTC Display StackAapt,TOF
Massachusetts,2025-05-29,29 - 29 - May,May 2025,[SG] DTP | Massachusetts | TOF,1,1312,59,USD,49.96,0,0,49.96,0,Slynd DTP Display StackAapt,TOF
New York,2025-05-29,29 - 29 - May,May 2025,[SG] New York | TOF,0,2211,922,USD,32.57,0,0,0,0,Slynd DTC Video StackAapt,TOF
California,2025-05-29,29 - 29 - May,May 2025,[SG] California | BOF | Web RT,1,5558,556,USD,36.47,1,1,36.47,36.47,Slynd DTC Display StackAapt,BOF
Washington,2025-05-29,29 - 29 - May,May 2025,[SG] DTP Skewed | TOF,2,1225,399,USD,11.62,1,1,5.81,11.62,Slynd DTC Video StackAapt,TOF
California,2025-05-29,29 - 29 - May,May 2025,[SG] DTP Focused | BOF | Web RT,0,330,49,USD,4.86,0,0,0,0,Slynd DTC Video StackAapt,BOF
Arizona,2025-05-29,29 - 29 - May,May 2025,[SG] DTP |  Arizona | TOF,0,550,36,USD,21.38,0,0,0,0,Slynd DTP Display StackAapt,TOF
Indiana,2025-05-29,29 - 29 - May,May 2025,[SG] Indiana | BOF | Web RT,3,9051,558,USD,58.17,0,0,19.39,0,Slynd DTC Display StackAapt,BOF
North Carolina,2025-05-29,29 - 29 - May,May 2025,[SG] DTP | North Carolina | TOF,0,430,68,USD,16.02,0,0,0,0,Slynd DTP Display StackAapt,TOF
New Jersey,2025-05-29,29 - 29 - May,May 2025,[SG] New Jersey | BOF | Web RT,9,21183,1796,USD,136.2,0,0,15.13333333,0,Slynd DTC Display StackAapt,BOF
Georgia,2025-05-29,29 - 29 - May,May 2025,[SG] DTP Skewed | BOF | Web RT,4,512,46,USD,4.01,0,0,1.0025,0,Slynd DTC Video StackAapt,BOF
Illinois,2025-05-29,29 - 29 - May,May 2025,[SG] Illinois | TOF,13,10227,5145,USD,57.52,0,0,4.424615385,0,Slynd DTC Display StackAapt,TOF
Connecticut,2025-05-29,29 - 29 - May,May 2025,[SG] DTP | Connecticut | TOF,0,341,28,USD,12.68,0,0,0,0,Slynd DTP Display StackAapt,TOF
Virginia,2025-05-29,29 - 29 - May,May 2025,[SG] DTP | Virginia | TOF,0,533,39,USD,20.15,0,0,0,0,Slynd DTP Display StackAapt,TOF
Washington,2025-05-29,29 - 29 - May,May 2025,[SG] DTP Skewed | BOF | Web RT,3,308,27,USD,2.06,0,0,0.686666667,0,Slynd DTC Video StackAapt,BOF
Maine,2025-05-29,29 - 29 - May,May 2025,[SG] DTP | Maine | TOF,0,103,12,USD,3.94,0,0,0,0,Slynd DTP Display StackAapt,TOF
Delaware,2025-05-29,29 - 29 - May,May 2025,[SG] DTC Skewed | TOF,0,393,91,USD,3.65,0,0,0,0,Slynd DTC Video StackAapt,TOF
Indiana,2025-05-29,29 - 29 - May,May 2025,[SG] Indiana | TOF,7,9106,3700,USD,51.93,1,1,7.418571429,51.93,Slynd DTC Display StackAapt,TOF
California,2025-05-29,29 - 29 - May,May 2025,[SG] DTP Focused | TOF,2,1104,705,USD,16.27,0,0,8.135,0,Slynd DTC Video StackAapt,TOF
Louisiana,2025-05-29,29 - 29 - May,May 2025,[SG] DTC Skewed | TOF,2,1476,433,USD,14.33,0,0,7.165,0,Slynd DTC Video StackAapt,TOF
Pennsylvania,2025-05-29,29 - 29 - May,May 2025,[SG] DTP Focused | BOF | Web RT,1,560,37,USD,8.25,2,2,8.25,4.125,Slynd DTC Video StackAapt,BOF
Maryland,2025-05-29,29 - 29 - May,May 2025,[SG] DTP | Maryland | TOF,0,1123,51,USD,42.46,0,0,0,0,Slynd DTP Display StackAapt,TOF
Arkansas,2025-05-29,29 - 29 - May,May 2025,[SG] DTC Focused | BOF | Web RT,0,723,55,USD,7.91,0,0,0,0,Slynd DTC Video StackAapt,BOF
Missouri,2025-05-29,29 - 29 - May,May 2025,[SG] DTP |  Missouri | TOF,3,1460,51,USD,54.39,0,0,18.13,0,Slynd DTP Display StackAapt,TOF
Oklahoma,2025-05-29,29 - 29 - May,May 2025,[SG] Oklahoma | BOF | Web RT,3,4934,289,USD,31.88,1,1,10.62666667,31.88,Slynd DTC Display StackAapt,BOF
Illinois,2025-05-29,29 - 29 - May,May 2025,[SG] Illinois | BOF | Web RT,2,10151,669,USD,65.44,2,2,32.72,32.72,Slynd DTC Display StackAapt,BOF
Washington,2025-05-29,29 - 29 - May,May 2025,[SG] Washington | BOF | Web RT,6,5310,340,USD,33.96,0,0,5.66,0,Slynd DTC Display StackAapt,BOF
Iowa,2025-05-29,29 - 29 - May,May 2025,[SG] DTP Focused | BOF | Web RT,0,35,7,USD,0.52,0,0,0,0,Slynd DTC Video StackAapt,BOF
Delaware,2025-05-29,29 - 29 - May,May 2025,[SG] Delaware | BOF | Web RT,0,3093,255,USD,26.06,0,0,0,0,Slynd DTC Display StackAapt,BOF
Delaware,2025-05-29,29 - 29 - May,May 2025,[SG] Delaware | TOF,3,4630,1515,USD,27.39,0,0,9.13,0,Slynd DTC Display StackAapt,TOF
Kentucky,2025-05-29,29 - 29 - May,May 2025,[SG] Kentucky | TOF,2,12095,4380,USD,89.68,0,0,44.84,0,Slynd DTC Display StackAapt,TOF
Illinois,2025-05-29,29 - 29 - May,May 2025,[SG] Illinois | TOF,1,1929,777,USD,28.42,0,0,28.42,0,Slynd DTC Video StackAapt,TOF
Arkansas,2025-05-29,29 - 29 - May,May 2025,[SG] DTC Focused | TOF,1,811,253,USD,11.96,0,0,11.96,0,Slynd DTC Video StackAapt,TOF
Arizona,2025-05-29,29 - 29 - May,May 2025,[SG] Arizona | TOF,5,4616,989,USD,37.13,0,0,7.426,0,Slynd DTC Video StackAapt,TOF
Georgia,2025-05-29,29 - 29 - May,May 2025,[SG] Georgia | TOF,1,2922,1800,USD,16.46,0,0,16.46,0,Slynd DTC Display StackAapt,TOF
Maine,2025-05-29,29 - 29 - May,May 2025,[SG] DTP Focused | TOF,0,118,56,USD,1.74,0,0,0,0,Slynd DTC Video StackAapt,TOF
Connecticut,2025-05-29,29 - 29 - May,May 2025,[SG] Connecticut | BOF | Web RT,3,4113,274,USD,25.53,4,4,8.51,6.3825,Slynd DTC Display StackAapt,BOF
