Month,State,TRX,Inc_TRx,NRx,Inc_NRx
2024-04-30 12:00:00 AM,Louisiana,2085,341,681,123
2024-05-31 12:00:00 AM,Louisiana,1854,-231,565,-116
2024-06-30 12:00:00 AM,Louisiana,1676,-178,508,-57
2024-07-31 12:00:00 AM,Louisiana,2056,380,651,143
2024-08-31 12:00:00 AM,Louisiana,1929,-127,652,1
2024-09-30 12:00:00 AM,Louisiana,2053,124,673,21
2024-10-31 12:00:00 AM,Louisiana,2176,123,733,60
2024-11-30 12:00:00 AM,Louisiana,2111,-65,699,-34
2024-12-31 12:00:00 AM,Louisiana,2430,319,710,11
2025-01-31 12:00:00 AM,Louisiana,2256,-174,685,-25
2025-02-28 12:00:00 AM,Louisiana,2156,-100,726,41
2025-03-31 12:00:00 AM,Louisiana,2354,198,707,-19
2025-04-30 12:00:00 AM,Louisiana,2342,-12,719,12
2025-05-31 12:00:00 AM,Louisiana,2414,72,799,80
2025-06-30 12:00:00 AM,Louisiana,554,-1860,177,-622
2023-05-31 12:00:00 AM,Maine,89,0,43,0
2023-06-30 12:00:00 AM,Maine,226,137,115,72
2023-07-31 12:00:00 AM,Maine,204,-22,80,-35
2023-08-31 12:00:00 AM,Maine,242,38,99,19
2023-09-30 12:00:00 AM,Maine,241,-1,103,4
2023-10-31 12:00:00 AM,Maine,253,12,108,5
2023-11-30 12:00:00 AM,Maine,287,34,129,21
2023-12-31 12:00:00 AM,Maine,293,6,108,-21
2024-01-31 12:00:00 AM,Maine,271,-22,111,3
2024-02-29 12:00:00 AM,Maine,257,-14,120,9
2024-03-31 12:00:00 AM,Maine,331,74,152,32
2024-04-30 12:00:00 AM,Maine,349,18,148,-4
2024-05-31 12:00:00 AM,Maine,341,-8,152,4
2024-06-30 12:00:00 AM,Maine,314,-27,121,-31
2024-07-31 12:00:00 AM,Maine,327,13,123,2
2024-08-31 12:00:00 AM,Maine,345,18,169,46
2024-09-30 12:00:00 AM,Maine,361,16,163,-6
2024-10-31 12:00:00 AM,Maine,417,56,183,20
2024-11-30 12:00:00 AM,Maine,416,-1,175,-8
2024-12-31 12:00:00 AM,Maine,467,51,175,0
2025-01-31 12:00:00 AM,Maine,467,0,196,21
2025-02-28 12:00:00 AM,Maine,459,-8,174,-22
2025-03-31 12:00:00 AM,Maine,488,29,186,12
2025-04-30 12:00:00 AM,Maine,492,4,194,8
2025-05-31 12:00:00 AM,Maine,509,17,194,0
2025-06-30 12:00:00 AM,Maine,112,-397,43,-151
2023-05-31 12:00:00 AM,Maryland,427,0,187,0
2023-06-30 12:00:00 AM,Maryland,1236,809,556,369
2023-07-31 12:00:00 AM,Maryland,1006,-230,455,-101
2023-08-31 12:00:00 AM,Maryland,925,-81,441,-14
2023-09-30 12:00:00 AM,Maryland,910,-15,387,-54
2023-10-31 12:00:00 AM,Maryland,1027,117,448,61
2023-11-30 12:00:00 AM,Maryland,958,-69,430,-18
2023-12-31 12:00:00 AM,Maryland,1077,119,513,83
2024-01-31 12:00:00 AM,Maryland,1169,92,567,54
2024-02-29 12:00:00 AM,Maryland,1212,43,511,-56
2024-03-31 12:00:00 AM,Maryland,1404,192,617,106
2024-04-30 12:00:00 AM,Maryland,1845,441,724,107
2024-05-31 12:00:00 AM,Maryland,1505,-340,640,-84
2024-06-30 12:00:00 AM,Maryland,1524,19,683,43
2024-07-31 12:00:00 AM,Maryland,1755,231,735,52
2024-08-31 12:00:00 AM,Maryland,1567,-188,688,-47
2024-09-30 12:00:00 AM,Maryland,1689,122,720,32
2024-10-31 12:00:00 AM,Maryland,1843,154,797,77
2024-11-30 12:00:00 AM,Maryland,1605,-238,697,-100
2024-12-31 12:00:00 AM,Maryland,1947,342,802,105
2025-01-31 12:00:00 AM,Maryland,1906,-41,822,20
2025-02-28 12:00:00 AM,Maryland,1644,-262,703,-119
2025-03-31 12:00:00 AM,Maryland,1822,178,776,73
2025-04-30 12:00:00 AM,Maryland,1895,73,830,54
2025-05-31 12:00:00 AM,Maryland,1948,53,890,60
2025-06-30 12:00:00 AM,Maryland,446,-1502,221,-669
2023-05-31 12:00:00 AM,Massachusetts,655,0,284,0
2023-06-30 12:00:00 AM,Massachusetts,1700,1045,774,490
2023-07-31 12:00:00 AM,Massachusetts,1674,-26,768,-6
2023-08-31 12:00:00 AM,Massachusetts,1814,140,855,87
2023-09-30 12:00:00 AM,Massachusetts,1669,-145,776,-79
2023-10-31 12:00:00 AM,Massachusetts,1849,180,883,107
2023-11-30 12:00:00 AM,Massachusetts,1930,81,932,49
2023-12-31 12:00:00 AM,Massachusetts,2017,87,956,24
2024-01-31 12:00:00 AM,Massachusetts,2070,53,966,10
2024-02-29 12:00:00 AM,Massachusetts,2020,-50,959,-7
2024-03-31 12:00:00 AM,Massachusetts,2143,123,1031,72
2024-04-30 12:00:00 AM,Massachusetts,2263,120,1106,75
2024-05-31 12:00:00 AM,Massachusetts,2404,141,1150,44
2024-06-30 12:00:00 AM,Massachusetts,2295,-109,1075,-75
2024-07-31 12:00:00 AM,Massachusetts,2561,266,1178,103
2024-08-31 12:00:00 AM,Massachusetts,2634,73,1251,73
2024-09-30 12:00:00 AM,Massachusetts,2457,-177,1157,-94
2024-10-31 12:00:00 AM,Massachusetts,2770,313,1312,155
2024-11-30 12:00:00 AM,Massachusetts,2691,-79,1273,-39
2024-12-31 12:00:00 AM,Massachusetts,2819,128,1297,24
2025-01-31 12:00:00 AM,Massachusetts,2885,66,1415,118
2025-02-28 12:00:00 AM,Massachusetts,2797,-88,1331,-84
2025-03-31 12:00:00 AM,Massachusetts,3145,348,1523,192
2025-04-30 12:00:00 AM,Massachusetts,3150,5,1534,11
2025-05-31 12:00:00 AM,Massachusetts,3353,203,1656,122
2025-06-30 12:00:00 AM,Massachusetts,681,-2672,349,-1307
2023-05-31 12:00:00 AM,Michigan,491,0,192,0
2023-06-30 12:00:00 AM,Michigan,1347,856,596,404
2023-07-31 12:00:00 AM,Michigan,1338,-9,542,-54
2023-08-31 12:00:00 AM,Michigan,1455,117,622,80
2023-09-30 12:00:00 AM,Michigan,1337,-118,648,26
2023-10-31 12:00:00 AM,Michigan,1543,206,721,73
2023-11-30 12:00:00 AM,Michigan,1386,-157,569,-152
2023-12-31 12:00:00 AM,Michigan,1401,15,628,59
2024-01-31 12:00:00 AM,Michigan,1551,150,643,15
2024-02-29 12:00:00 AM,Michigan,1272,-279,511,-132
2024-03-31 12:00:00 AM,Michigan,1477,205,639,128
2024-04-30 12:00:00 AM,Michigan,2016,539,764,125
2024-05-31 12:00:00 AM,Michigan,1507,-509,616,-148
2024-06-30 12:00:00 AM,Michigan,1494,-13,594,-22
2024-07-31 12:00:00 AM,Michigan,1860,366,759,165
2024-08-31 12:00:00 AM,Michigan,1601,-259,669,-90
2024-09-30 12:00:00 AM,Michigan,1822,221,767,98
2024-10-31 12:00:00 AM,Michigan,1995,173,834,67
2024-11-30 12:00:00 AM,Michigan,1756,-239,721,-113
2024-12-31 12:00:00 AM,Michigan,1746,-10,704,-17
2025-01-31 12:00:00 AM,Michigan,1897,151,787,83
2025-02-28 12:00:00 AM,Michigan,1743,-154,716,-71
2025-03-31 12:00:00 AM,Michigan,1945,202,797,81
2025-04-30 12:00:00 AM,Michigan,2059,114,810,13
2025-05-31 12:00:00 AM,Michigan,2065,6,779,-31
2025-06-30 12:00:00 AM,Michigan,483,-1582,174,-605
2023-05-31 12:00:00 AM,Minnesota,146,0,51,0
2023-06-30 12:00:00 AM,Minnesota,408,262,164,113
2023-07-31 12:00:00 AM,Minnesota,390,-18,157,-7
2023-08-31 12:00:00 AM,Minnesota,480,90,207,50
2023-09-30 12:00:00 AM,Minnesota,400,-80,172,-35
2023-10-31 12:00:00 AM,Minnesota,461,61,199,27
2023-11-30 12:00:00 AM,Minnesota,469,8,215,16
2023-12-31 12:00:00 AM,Minnesota,456,-13,209,-6
2024-01-31 12:00:00 AM,Minnesota,541,85,216,7
2024-02-29 12:00:00 AM,Minnesota,455,-86,185,-31
2024-03-31 12:00:00 AM,Minnesota,559,104,258,73
2024-04-30 12:00:00 AM,Minnesota,679,120,263,5
2024-05-31 12:00:00 AM,Minnesota,571,-108,219,-44
2024-06-30 12:00:00 AM,Minnesota,622,51,249,30
2024-07-31 12:00:00 AM,Minnesota,665,43,243,-6
2024-08-31 12:00:00 AM,Minnesota,650,-15,256,13
2024-09-30 12:00:00 AM,Minnesota,668,18,266,10
2024-10-31 12:00:00 AM,Minnesota,718,50,266,0
2024-11-30 12:00:00 AM,Minnesota,701,-17,267,1
2024-12-31 12:00:00 AM,Minnesota,720,19,267,0
2025-01-31 12:00:00 AM,Minnesota,713,-7,285,18
2025-02-28 12:00:00 AM,Minnesota,694,-19,275,-10
2025-03-31 12:00:00 AM,Minnesota,749,55,297,22
2025-04-30 12:00:00 AM,Minnesota,741,-8,305,8
2025-05-31 12:00:00 AM,Minnesota,772,31,326,21
2025-06-30 12:00:00 AM,Minnesota,179,-593,89,-237
2023-05-31 12:00:00 AM,Mississippi,303,0,92,0
2023-06-30 12:00:00 AM,Mississippi,837,534,261,169
2023-07-31 12:00:00 AM,Mississippi,869,32,284,23
2023-08-31 12:00:00 AM,Mississippi,930,61,344,60
2023-09-30 12:00:00 AM,Mississippi,901,-29,326,-18
2023-10-31 12:00:00 AM,Mississippi,953,52,294,-32
2023-11-30 12:00:00 AM,Mississippi,934,-19,300,6
2023-12-31 12:00:00 AM,Mississippi,1010,76,328,28
2024-01-31 12:00:00 AM,Mississippi,937,-73,296,-32
2024-02-29 12:00:00 AM,Mississippi,830,-107,247,-49
2024-03-31 12:00:00 AM,Mississippi,851,21,301,54
2024-04-30 12:00:00 AM,Mississippi,1037,186,344,43
2024-05-31 12:00:00 AM,Mississippi,1041,4,339,-5
2024-06-30 12:00:00 AM,Mississippi,1006,-35,331,-8
2024-07-31 12:00:00 AM,Mississippi,1156,150,342,11
2024-08-31 12:00:00 AM,Mississippi,1091,-65,344,2
2024-09-30 12:00:00 AM,Mississippi,1090,-1,316,-28
2024-10-31 12:00:00 AM,Mississippi,1175,85,385,69
2024-11-30 12:00:00 AM,Mississippi,1077,-98,366,-19
2024-12-31 12:00:00 AM,Mississippi,1235,158,372,6
2025-01-31 12:00:00 AM,Mississippi,1196,-39,400,28
2025-02-28 12:00:00 AM,Mississippi,1145,-51,366,-34
2025-03-31 12:00:00 AM,Mississippi,1256,111,421,55
2025-04-30 12:00:00 AM,Mississippi,1251,-5,400,-21
2025-05-31 12:00:00 AM,Mississippi,1283,32,445,45
2025-06-30 12:00:00 AM,Mississippi,255,-1028,90,-355
2023-05-31 12:00:00 AM,Missouri,937,0,382,0
2023-06-30 12:00:00 AM,Missouri,2544,1607,958,576
2023-07-31 12:00:00 AM,Missouri,2666,122,1003,45
2023-08-31 12:00:00 AM,Missouri,2949,283,1158,155
2023-09-30 12:00:00 AM,Missouri,2445,-504,936,-222
2023-10-31 12:00:00 AM,Missouri,2561,116,965,29
2023-11-30 12:00:00 AM,Missouri,2537,-24,995,30
2023-12-31 12:00:00 AM,Missouri,2655,118,1011,16
2024-01-31 12:00:00 AM,Missouri,2766,111,1072,61
2024-02-29 12:00:00 AM,Missouri,2354,-412,923,-149
2024-03-31 12:00:00 AM,Missouri,2891,537,1160,237
2024-04-30 12:00:00 AM,Missouri,3402,511,1155,-5
2024-05-31 12:00:00 AM,Missouri,2728,-674,1071,-84
2024-06-30 12:00:00 AM,Missouri,2842,114,1086,15
2024-07-31 12:00:00 AM,Missouri,3303,461,1240,154
2024-08-31 12:00:00 AM,Missouri,2966,-337,1232,-8
2024-09-30 12:00:00 AM,Missouri,3098,132,1151,-81
2024-10-31 12:00:00 AM,Missouri,3365,267,1368,217
2024-11-30 12:00:00 AM,Missouri,3004,-361,1196,-172
2024-12-31 12:00:00 AM,Missouri,3418,414,1298,102
2025-01-31 12:00:00 AM,Missouri,3448,30,1355,57
2025-02-28 12:00:00 AM,Missouri,3088,-360,1219,-136
2025-03-31 12:00:00 AM,Missouri,3370,282,1326,107
2025-04-30 12:00:00 AM,Missouri,3568,198,1360,34
2025-05-31 12:00:00 AM,Missouri,3542,-26,1403,43
2025-06-30 12:00:00 AM,Missouri,786,-2756,320,-1083
2023-05-31 12:00:00 AM,Montana,36,0,12,0
2023-06-30 12:00:00 AM,Montana,159,123,66,54
2023-07-31 12:00:00 AM,Montana,143,-16,61,-5
2023-08-31 12:00:00 AM,Montana,155,12,46,-15
2023-09-30 12:00:00 AM,Montana,157,2,55,9
2023-10-31 12:00:00 AM,Montana,164,7,65,10
2023-11-30 12:00:00 AM,Montana,142,-22,45,-20
2023-12-31 12:00:00 AM,Montana,154,12,45,0
2024-01-31 12:00:00 AM,Montana,172,18,57,12
2024-02-29 12:00:00 AM,Montana,150,-22,42,-15
